V3.3.7.0 Spectrometer Data File
******************************************************
Spectrometer	_Tristan exUV-VIS-NIR (SN 1035)_200_1100_1035
Spectrum Name	200_1100_1035_11
Date of Measurement	2008-4-24 0:42:34
Number of Bands	1368
Spectrum Type	Irradiance
Integration Time (msec)	43,475
Cycles/Average	3
Resolution	3
Background Correction	FALSE
Dark Correction	TRUE
************ Start Spectral data *********************
Index	X:200_1100_1035_11	Y:200_1100_1035_11
1272	1044,1	31
1273	1044,7	31,82
1274	1045,3	33,05
1275	1045,9	33,65
1276	1046,5	34,31
1277	1047,1	35,84
1278	1047,7	36,56
1279	1048,3	36,41
1280	1048,9	36,06
1281	1049,4	35,76
1282	1050	35,1
1283	1050,6	34,11
1284	1051,2	33,27
1285	1051,8	33,25
1286	1052,4	33,23
1287	1053	33,26
1288	1053,6	33,29
1289	1054,2	32,61
1290	1054,8	31,08
1291	1055,4	29,12
1292	1056	28,33
1293	1056,6	28,43
1294	1057,2	28,54
1295	1057,7	29,51
1296	1058,3	30,27
1297	1058,9	31,06
1298	1059,5	31,43
1299	1060,1	31,34
1300	1060,7	31,14
1301	1061,3	31,09
1302	1061,9	31,05
1303	1062,5	30,85
1304	1063,1	30,19
1305	1063,7	29,93
1306	1064,3	29,64
1307	1064,9	29,37
1308	1065,5	29,33
1309	1066	29,56
1310	1066,6	29,79
1311	1067,2	29,78
1312	1067,8	29,49
1313	1068,4	29,81
1314	1069	30,13
1315	1069,6	30,52
1316	1070,2	30,83
1317	1070,8	30,93
1318	1071,4	30,83
1319	1072	30,44
1320	1072,6	30,08
1321	1073,2	30,44
1322	1073,8	30,8
1323	1074,3	31,27
1324	1074,9	31,12
1325	1075,5	29,86
1326	1076,1	28,75
1327	1076,7	27,72
1328	1077,3	26,83
1329	1077,9	25,62
1330	1078,5	25,62
1331	1079,1	25,63
1332	1079,7	25,93
1333	1080,3	25,79
1334	1080,9	25,94
1335	1081,5	26,09
1336	1082,1	25,92
1337	1082,6	25,69
1338	1083,2	25,7
1339	1083,8	25,71
1340	1084,4	26,34
1341	1085	26,49
1342	1085,6	26,72
1343	1086,2	26,94
1344	1086,8	26,62
1345	1087,4	26,47
1346	1088	26,32
1347	1088,6	26,37
1348	1089,2	26,42
1349	1089,8	26,46
1350	1090,4	26,23
1351	1090,9	26,2
1352	1091,5	26,4
1353	1092,1	26,6
1354	1092,7	27
1355	1093,3	26,47
1356	1093,9	26,02
1357	1094,5	25,44
1358	1095,1	25,38
1359	1095,7	25,48
1360	1096,3	25,57
1361	1096,9	25,9
1362	1097,5	26,69
1363	1098,1	27,04
1364	1098,7	26,63
1365	1099,2	26,06
1366	1099,8	25,59
1367	1100,4	25,27
************ End Spectral data ***********************
